tweet_id,timestamp,name,dog_stage,ratings,img_num,favourite,retweet,jpg_url,source,url,first_prediction,first_confidence,first_dog,second_prediction,second_confidence,second_dog,third_prediction,third_confidence,third_dog,text
884876753390489601,2017-07-11 20:47:12+00:00,Lola,,13.0,1,28514,6096,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Twitter for iPhone,https://t.co/74TKAUsLkO,Chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola 
884562892145688576,2017-07-11 00:00:02+00:00,Kevin,,13.0,1,24765,5100,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Twitter for iPhone,https://t.co/1r4MFCbCX5,Pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True,This is Kevin. He's just so happy. 13/10 what is your secret Kevin 
884441805382717440,2017-07-10 15:58:53+00:00,,,14.0,1,27478,5856,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Twitter for iPhone,https://t.co/vvBOcC2VdC,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) "
884162670584377345,2017-07-09 21:29:42+00:00,Yogi,doggo,12.0,1,20771,3128,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Twitter for iPhone,https://t.co/YSI00BzTBZ,German shepherd,0.707046,True,Malinois,0.199396,True,Norwegian elkhound,0.0491476,True,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo 
883838122936631299,2017-07-09 00:00:04+00:00,Noah,,12.0,1,22349,3586,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Twitter for iPhone,https://t.co/V85xujjDDY,Doberman,0.610946,True,Miniature pinscher,0.299603,True,Kelpie,0.0630203,True,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy 
883482846933004288,2017-07-08 00:28:19+00:00,Bella,,5.0,1,46860,10407,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Twitter for iPhone,https://t.co/qjrljjt948,Golden retriever,0.943082,True,Labrador retriever,0.032409,True,Kuvasz,0.00550072,True,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 "
883360690899218434,2017-07-07 16:22:55+00:00,Grizzwald,floofer,13.0,1,22986,3825,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Twitter for iPhone,https://t.co/rf661IFEYP,Chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck 
883117836046086144,2017-07-07 00:17:54+00:00,,,13.0,2,37914,6949,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Twitter for iPhone,https://t.co/Se5fZ9wp5E,Golden retriever,0.949562,True,Labrador retriever,0.0459479,True,Kuvasz,0.00247094,True,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat "
882992080364220416,2017-07-06 15:58:11+00:00,Rusty,,13.0,1,24445,4122,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Twitter for iPhone,https://t.co/tyER0KpdXj,Eskimo dog,0.4667779999999999,True,Siberian husky,0.406044,True,Dingo,0.0734143999999999,False,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy 
882762694511734784,2017-07-06 00:46:41+00:00,Gus,pupper,12.0,1,28903,5134,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Twitter for iPhone,https://t.co/D43I96SlVu,Labrador retriever,0.85005,True,Chesapeake bay retriever,0.074257,True,Flat-coated retriever,0.0155793999999999,True,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl 
882627270321602560,2017-07-05 15:48:34+00:00,Stanley,,13.0,1,28382,6342,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Twitter for iPhone,https://t.co/Nx52PGwH94,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) 
882268110199369728,2017-07-04 16:01:23+00:00,Alfy,,13.0,1,45880,12118,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Twitter for iPhone,https://t.co/fYP5RlutfA,Golden retriever,0.762211,True,Labrador retriever,0.0989848999999999,True,Cocker spaniel,0.0171995,True,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 
882045870035918850,2017-07-04 01:18:17+00:00,Koko,,13.0,1,29900,5203,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Twitter for iPhone,https://t.co/zeDpnsKX7w,Web site,0.949591,False,Dhole,0.0173258,False,Golden retriever,0.00694063,True,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko "
881906580714921986,2017-07-03 16:04:48+00:00,Rey,,12.0,1,24773,3533,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Twitter for iPhone,https://t.co/503CgWbhxQ,Weimaraner,0.291539,True,Chesapeake bay retriever,0.278966,True,Koala,0.127017,False,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable 
881666595344535552,2017-07-03 00:11:11+00:00,Gary,,13.0,1,51522,11099,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Twitter for iPhone,https://t.co/7CSWCl8I6s,Saluki,0.529012,True,Afghan hound,0.250003,True,Golden retriever,0.160739,True,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely 
881536004380872706,2017-07-02 15:32:16+00:00,,pupper,14.0,1,50199,16570,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Twitter for iPhone,https://t.co/ghXBIIeQZF,Samoyed,0.281463,True,Angora,0.272066,False,Persian cat,0.114854,False,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) "
880872448815771648,2017-06-30 19:35:32+00:00,,,12.0,1,21734,3989,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Twitter for iPhone,https://t.co/WiAMbTkDPf,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 
880465832366813184,2017-06-29 16:39:47+00:00,Bella,,12.0,1,29075,6546,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Twitter for iPhone,https://t.co/4VsFysDmiw,Golden retriever,0.913255,True,Labrador retriever,0.0263286,True,Cocker spaniel,0.00937082,True,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop 
880221127280381952,2017-06-29 00:27:25+00:00,Jesse,,12.0,1,27640,4436,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Twitter for iPhone,https://t.co/fUod0tVmvK,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well 
880095782870896641,2017-06-28 16:09:20+00:00,,,11.0,1,28150,4533,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Twitter for iPhone,https://t.co/HauE8M3Bu4,Miniature pinscher,0.120298,True,Rhodesian ridgeback,0.106395,True,Beagle,0.106073,True,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 
879862464715927552,2017-06-28 00:42:13+00:00,Romeo,,13.0,3,22667,3642,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Twitter for iPhone,https://t.co/Qh5aEkRQm9,Basset,0.813507,True,Beagle,0.146654,True,Cocker spaniel,0.00948502,True,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 
879492040517615616,2017-06-27 00:10:17+00:00,Bailey,,12.0,1,23822,3323,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,Twitter for iPhone,https://t.co/IxM9IMKQq8,German short-haired pointer,0.479896,True,Vizsla,0.1243529999999999,True,Bath towel,0.0733202,False,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 
879415818425184262,2017-06-26 19:07:24+00:00,Duddles,,13.0,1,107956,45849,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,Twitter for iPhone,https://t.co/UDT7ZkcTgY,English springer,0.383404,True,Boston bull,0.134967,True,Cardigan,0.110481,True,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) 
879376492567855104,2017-06-26 16:31:08+00:00,Jack,,12.0,1,17099,3261,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Twitter for iPhone,https://t.co/0gOi601EAa,Tricycle,0.663601,False,Labrador retriever,0.0334961,True,Pembroke,0.0188266,True,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by 
879008229531029506,2017-06-25 16:07:47+00:00,Beau,,13.0,1,19317,2812,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Twitter for iPhone,https://t.co/YDtpCjIPKN,Vizsla,0.960513,True,Miniature pinscher,0.00943065,True,American staffordshire terrier,0.0087113,True,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs 
878776093423087618,2017-06-25 00:45:22+00:00,Snoopy,puppo,13.0,2,19763,4319,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Twitter for iPhone,https://t.co/lNZwgNO4gS,Italian greyhound,0.734684,True,Whippet,0.1504869999999999,True,Ibizan hound,0.0397246,True,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth 
878281511006478336,2017-06-23 16:00:04+00:00,Shadow,,13.0,1,7913,1349,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Twitter for iPhone,https://t.co/245xJJElsY https://t.co/lUiQH219v6,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.1285069999999999,True,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

"
878057613040115712,2017-06-23 01:10:23+00:00,Emmy,,14.0,1,42876,7181,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,Twitter for iPhone,https://t.co/cwtWnHMVpe,French bulldog,0.839097,True,Boston bull,0.0787993999999999,True,Toy terrier,0.0152433999999999,True,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved 
877736472329191424,2017-06-22 03:54:17+00:00,Aja,,13.0,2,71144,17300,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Twitter for iPhone,https://t.co/lsPyyAiF1r,Chesapeake bay retriever,0.8379559999999999,True,Labrador retriever,0.0620342,True,Weimaraner,0.0405991,True,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again 
877556246731214848,2017-06-21 15:58:08+00:00,Penny,,12.0,1,23258,3994,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Twitter for iPhone,https://t.co/OYdDlfOGXP,Basset,0.995368,True,Welsh springer spaniel,0.00193621,True,Bathtub,0.000467919,False,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options 
877316821321428993,2017-06-21 00:06:44+00:00,Dante,,13.0,1,27907,5414,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Twitter for iPhone,https://t.co/SHRTIo5pxc,Saluki,0.5099670000000001,True,Italian greyhound,0.0904973,True,Golden retriever,0.0794058,True,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy "
877201837425926144,2017-06-20 16:29:50+00:00,Nelly,,12.0,1,27755,5880,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Twitter for iPhone,https://t.co/4g4cfj3P4Y,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop 
876838120628539392,2017-06-19 16:24:33+00:00,Ginger,pupper,12.0,1,21125,3506,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Twitter for iPhone,https://t.co/j211oCDRs6,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan mastiff,0.0889348,True,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately 
876484053909872640,2017-06-18 16:57:37+00:00,Benedict,,13.0,1,19163,2511,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Twitter for iPhone,https://t.co/26BXueUgbs,Golden retriever,0.874566,True,Irish terrier,0.0373542,True,Chow,0.0167235999999999,True,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy 
876120275196170240,2017-06-17 16:52:05+00:00,Venti,,13.0,1,28490,4903,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Twitter for iPhone,https://t.co/ejExJFq3ek,Bernese mountain dog,0.534327,True,Saint bernard,0.346312,True,Greater swiss mountain dog,0.0949327,True,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite "
875747767867523072,2017-06-16 16:11:53+00:00,Goose,,13.0,1,25773,4497,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Twitter for iPhone,https://t.co/V2WlACRJCN,Labrador retriever,0.799551,True,Chesapeake bay retriever,0.179975,True,Vizsla,0.0046176,True,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl "
875144289856114688,2017-06-15 00:13:52+00:00,Nugget,,13.0,1,22185,5081,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Twitter for iPhone,https://t.co/ogith9ejNj,Siberian husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene 
875021211251597312,2017-06-14 16:04:48+00:00,,,12.0,2,26022,4922,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,Twitter for iPhone,https://t.co/brCQoqc8AW,West highland white terrier,0.7143189999999999,True,Siberian husky,0.0919133,True,Great pyrenees,0.0460381999999999,True,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck 
874680097055178752,2017-06-13 17:29:20+00:00,Cash,,12.0,1,28439,4875,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Twitter for iPhone,https://t.co/lZhtizkURD,Labrador retriever,0.836052,True,Staffordshire bullterrier,0.0470690999999999,True,Beagle,0.0360071,True,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly 
